,name,url,address,city,"min_price, RUB","distance, km",service,rating,good_review,bad_review
0,Мини-отель Байкальские просторы,https://ostrovok.ru/hotel/russia/baykal/mid8476361/baikalskie_prostory/?guests=1&page=1&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"улица Чапаева, д. 41, Листвянка",Листвянка,"
2987 ",,Бесплатный интернет; Трансфер; Парковка; Подходит для детей; Бассейн; ,,,
1,Отель Маяк,https://ostrovok.ru/hotel/russia/baykal/mid7816262/mayak_hotel_listvyanka/?guests=1&page=1&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"улица Горького, дом 85а, Листвянка",Листвянка,"
5200 ",,Бесплатный интернет; Трансфер; Парковка; Подходит для детей; Бассейн; ,,"Рядом есть все в шаговой доступности.; Расположение- великолепное, практически в центре Листвянки, напротив- автокасса, конечная остановка маршруток, очень удобно! Очень понравились каши и блинчики! Ресторан очень чистый, светлый, с видом на Байкал.; Отель шикарный, расположен в самом центре поселка Очень вкусный, всегда свежий завтрак, на завтрак был шведский стол; Спасибо огромное за прекрасный отдых!отель чудесный!администраторы умнички,отзывчивые!обязательно вернёмся ещё!; Отель расположен рядом с парковкой маршрутных такси. Бюро экскурсий. Все развлечения а шаговой доступности.; остальное ок, очень удобное расположение; Очень вкусные завтраки , все свежее . У нас номер был в Маячке , дополнительный корпус , не удобно ходить в основной корпус , надо одеться чтоб идти на завтрак , в сауну , зимой это плохо. В номере есть все туалетные принадлежности , даже зубная щётка с пастой, что не во всех отелях такого класса, уборка через день , меняют халаты даже .; ",
2,Гостиница Даурия,https://ostrovok.ru/hotel/russia/baykal/mid7685971/dauria_hotel_2/?guests=1&page=1&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"поселок Листвянка, ул. Куликова, д. 44, Листвянка",Листвянка,"
3784 ",,Бесплатный интернет; Трансфер; Парковка; Подходит для детей; Бар или ресторан; ,,"Расположение, вид, гостеприимство. И вообще всё супер.; Обслуживание, чистота, наличие посуды в номере.; Очень красивая территория, есть где посидеть на улице, номера хоть и небольшие, но очень удобные, рядом с кроватью есть розетки с обеих сторон, нам попался номер с двумя окнами, что тоже очень красиво.; Соотношение цена/качество; ",
3,Отель Гранд Байкал,https://ostrovok.ru/hotel/russia/baykal/mid8481257/grand_baikal/?guests=1&page=1&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"мкр. Красный Ключ, 91, Байкальск",Байкальск,"
4628 ",,Бесплатный интернет; Трансфер; Парковка; Бар или ресторан; Конференц-зал; ,,,
4,Отель Villa Malina,https://ostrovok.ru/hotel/russia/baykal/mid8743463/villa_malina_hotel/?guests=1&page=1&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"улица Ворошилова, 33, Ольхон",Ольхон,"
12 000 ",,Бесплатный интернет; Трансфер; Парковка; Подходит для детей; Бар или ресторан; ,,"Хороший Отель. Есть бани, бассейн. Кухня отличная. Завтраки сытные.; Завтрак шведский стол, достаточно богатый, вкусно. Хорошее расположение. Радушный, компетентный персонал; Расположение, завтрак, рестик дороговат, в целом норм, сравнить не с чем.; ",
5,Отель Baikal Terra,https://ostrovok.ru/hotel/russia/baykal/mid7864494/mini_hotel_baikal/?guests=1&page=1&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"улица Ворошилова, д.36, Ольхон",Ольхон,"
3100 ",47.0,Бесплатный интернет; Трансфер; Парковка; Подходит для детей; Конференц-зал; ,,"Отель находится практически на берегу Байкала, вблизи скалы Шаманки, Бурханчика, Сэргэ и пляжа Завтрак очень сытный и вкусный, как у бабушки))) Постельное белье из хлопковых тканей, чистое и приятно пахло. Сотрудники отеля строго следят за чистотой. Было очень приятно провести время именно здесь; Отель находится возле мыса Бурхан в пешей доступности, рядом центральные улицы Пушкина и Байкальская, где есть магазины и кафе; Отличное место для проживания, цена качество соответствует. Хорошие завтраки. Приятная женщина на ресепшн. Отличное обслуживание, единственный нюанс - это очень много контактов и непонятно на какой звонить, по многим трубку не поднимают. Во всем остальное все супер, приятная женщина на ресепшн, вкусные завтраки. Рекомендую.; ",
6,Гостевой Дом Усадьба Набаймар,https://ostrovok.ru/hotel/russia/baykal/mid7862173/turbaza_usadba_nabaimar/?guests=1&page=1&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"Первомайская ул., 18, Ольхон, Ольхон",Ольхон,"
5821 ",,Бесплатный интернет; Трансфер; Парковка; Подходит для детей; Бар или ресторан; ,,"Приятно как дома :) очень приветливый и дружелюбный персонал. Все чисто и аккуратно, в столовой есть горячая вода для чая и кофе. В комнате тепло, не сыро. Общие зоны тоже чистые. Можно заказать завтраки/обелы/ужины. Также помогут организовать туры, если надо. Расположение очень удобное: пару минут до шаманки, до автобусной остановки минут 10, также как и до магазинов, кафе.; Приятно как дома :) очень приветливый и дружелюбный персонал. Все чисто и аккуратно, в столовой есть горячая вода для чая и кофе. В комнате тепло, не сыро. Общие зоны тоже чистые. Можно заказать завтраки/обелы/ужины. Также помогут организовать туры, если надо. Расположение очень удобное: пару минут до шаманки, до автобусной остановки минут 10, также как и до магазинов, кафе.; ",
7,Гостевой дом Уютная лиса,https://ostrovok.ru/hotel/russia/baykal/mid10006251/gostevoj_dom_uyutnaya_lisa/?guests=1&page=1&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"улица Заречная, д.6, Слюдянка",Слюдянка,"
1700 ",,Бесплатный интернет; Парковка; Подходит для детей; Конференц-зал; Разрешено с домашними животными; ,9.0,"Была инструкция с местами, где поесть и так далее, это здорово! + Можно было что-то спросить у хозяев в чате, это удобно. Для тех, кто с детьми, есть игровая комната с проектором для мультфильмов за небольшую плату.; Была инструкция с местами, где поесть и так далее, это здорово! + Можно было что-то спросить у хозяев в чате, это удобно. Для тех, кто с детьми, есть игровая комната с проектором для мультфильмов за небольшую плату.; ",
8,Гостевой Дом Усадьба Демидова,https://ostrovok.ru/hotel/russia/baykal/mid8133968/usadba_demidova_/?guests=1&page=1&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"улица Судзиловского, д.2, Листвянка",Листвянка,"
5100 ",,Бесплатный интернет; Трансфер; Парковка; Подходит для детей; Бассейн; ,,,
9,Гостевой дом Островского 11,https://ostrovok.ru/hotel/russia/baykal/mid8678721/guest_house_ostrovskogo_11/?guests=1&page=1&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"улица Островского, д.11, Листвянка",Листвянка,"
4064 ",,Бесплатный интернет; Трансфер; Парковка; ,10.0,"Очень удобная кровать. Чисто и в отеле, и на территории, и в номере. Очень хорошая хозяйка, добрая отзывчивая, но не навязчивая, все понравилось. Вернулся бы сюда ещё раз; Очень чисто, уютно и доброжелательные хозяева👍🏻; Чистый и уютный номер со всем необходимым, кровать удобная, есть затемняющие шторы Идеальная чистота во всем здании Очень приятная и дружелюбная хозяйка, встретила лично, все показала в отеле, рассказала про Листвянку; ",
10,Гостевой дом Ольхон стори,https://ostrovok.ru/hotel/russia/baykal/mid8876953/olkhonstory_guest_house/?guests=1&page=1&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"улица Народная, д.19, Ольхон",Ольхон,"
5900 ",,Бесплатный интернет; Трансфер; Парковка; Подходит для детей; ,,"Какое чудесное место!!! Здесь хорошо все: хозяевами создана уютная атмосфера, чувствуешь себя здесь желанным гостем, Байкал рядом, лес рядом, дорога в стороне (ни пыли, ни шума), есть где погулять (туристская тропа национального парка, с такими видами- что ах!), чистые и всем необходимым обеспеченные номера, вкусные, обильные и красиво поданные завтраки. Не первый раз на Ольхоне, но здесь остановилась впервые. Теперь только сюда. Спасибо Оксане и; ",
11,Отель BaikalWood Eco Lodge & Spa,https://ostrovok.ru/hotel/russia/baykal/mid8737003/eko_baikalwood_hotel/?guests=1&page=1&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"улица Светлая, д.5, Ольхон",Ольхон,"
11 356 ",,Бесплатный интернет; Трансфер; Парковка; Подходит для детей; Бассейн; ,,"Еда очень вкусная. Завтрак несколько однообразен, запеканка - явно не конек шефа. Цены за блюда в ресторане высоковаты, но все компенсирует отличная обстановка Кровать замечательная. В целом номер хороший, достаточно просторный. Из недостатков: очень непросто отрегулировать температуру воды в душе и умывальнике Отель новый. Чистота на высоте; Отличный отель, хорошие номера. На территории есть ресторан, очень достойная кухня, нам все понравилось. Еда отличная, очень вкусно.; ",
12,Гостевой дом Байкал,https://ostrovok.ru/hotel/russia/baykal/mid10000101/baikal_guest_house/?guests=1&page=1&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"Россия, Иркутский район, Листвянское муниципальное образование, рабочий посёлок Листвянка, Горная улица, 8А, Листвянка",Листвянка,"
3360 ",,Бесплатный интернет; Трансфер; Парковка; Подходит для детей; Спа-услуги; ,,"Отличное месторасположение. Прекрасный вид из окна, хорошая территория. Нам даже в качестве комплимента предоставили завтраки (каша, кусочек хлеба, кексик, чайный пакетик, блинчик и капелька сгущенки) мелочь, а приятно....за это отдельное спасибо 🙏 Только приносили этот завтрак в 8:15 бесцеремонно стуча в дверь))) и им плевать спишь ты или нет))) в первый раз был в шоке, думал что-то случилось, а потом приходилось ставить будильник))))); Уютно тепло, чисто, вид из окна отличный! Только название у гостевого дома Арго.; ",
13,Парк-отель Соболинка,https://ostrovok.ru/hotel/russia/baykal/mid9761022/sobolinka_parkhotel_2/?guests=1&page=1&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"квартал Красный Ключ, д.90, Байкальск",Байкальск,"
5181 ",,Бесплатный интернет; Трансфер; Парковка; Подходит для детей; Бар или ресторан; ,,,
14,Тихая Гавань,https://ostrovok.ru/hotel/russia/baykal/mid9989818/tikhaya_gavan_4/?guests=1&page=1&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"ул. 40 лет Октября, 56, Слюдянка",Слюдянка,"
2000 ",,Бесплатный интернет; Парковка; ,,,
15,База отдыха Бай-куль,https://ostrovok.ru/hotel/russia/baykal/mid10014267/baza_otdykha_baykul/?guests=1&page=1&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"улица Намшеевой, 11, Ольхон",Ольхон,"
1472 ",42.0,Бесплатный интернет; Трансфер; Подходит для детей; Разрешено с домашними животными; ,,Цена. На 1000р дешевле чем в Хужире; Цена. На 1000р дешевле чем в Хужире; ,"Я бы могла поставить 10б, но мы жили с жуками, которые живут в дереве, это очень грустно. А когда мы рассказали об этом владельцу, нам предложили только палочки и то их не дали. Так же wifi почти не работал. А он был нам необходим! В описание не сказано, что он работает еле-еле; Я бы могла поставить 10б, но мы жили с жуками, которые живут в дереве, это очень грустно. А когда мы рассказали об этом владельцу, нам предложили только палочки и то их не дали. Так же wifi почти не работал. А он был нам необходим! В описание не сказано, что он работает еле-еле; "
16,Апартаменты на Байкале,https://ostrovok.ru/hotel/russia/baykal/mid9996721/odnokomnatnaya_kvartira_na_bajkale/?guests=1&page=1&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"улица Ленина, д. 130, Слюдянка",Слюдянка,"
2573 ",,Бесплатный интернет; Трансфер; Парковка; Разрешено с домашними животными; Кухня; ,10.0,"Все более чем отлично. Приятные апартаменты со всем необходимым. И даже более (за комплименты в виде маршмелоу, чокопай к чаю отдельное спасибо. Приятно). Близко к жд-вокзалу, Байкалу и если взобраться на гору захочется тоже удобно. Удалённое заселение. Потребуется залог, но проблем с возвратом нет. Спасибо большое за хостинг; Близко от вокзала. Центр города. Рядом большое количество магазинов. В апартаментах удобно организованная кухня. Чисто, красиво, стильно! Хорошее белье. Качественная Посуда на кухне. Очень отзывчивые владельцы. В любой момент на связи! Учли пожелания о раннем заезде. Спасибо большое!; очень крутая квартирка.! приятное сопровождение по заселению-выселению. очень понравилось наличие кофе машины!!!! и печенюшек! чисто удобно приятно! Так держать приедем еще к вам обязательно!; Буквально в 10 минутах ходьбы от ЖД вокзала. Очень удобно. Очень уютная и идеально чистая квартира. Есть все необходимое для комфортного проживания. Полный набор посуды на кухне + кофе, чай, ""вкусняшки"", специи, овсянка и макароны... придраться не к чему. Рекомендую. Идеальная чистота; Супер апартаменты!!! Все на высшем уровне) круче, чем в гостинице) автору идеи по ремонту и обстановки - респект. Есть все необходимое и даже больше! Ничего с собой не берите)) Хозяева оч отзывчивые)) до такой степени, что привезли пододеяльник по первой просьбе, через 20 минут) По расположению: Отличный вариант для тех, кто едет например из Иркутска в Байкальск и назад. Мы провели в Байкальске день, и чтобы не ехать назад, отдохнули тут. До инф; Очень приветливые хозяева, все расскажут, подскажут, как добраться и что посмотреть. Помещение очень светлое, чистое, кровать и диван удобные. Есть все необходимые принадлежности для проживания. Все расходники аккуратно подписаны. Очень порадовала в шкафчике на кухне овсянка))) Было очень приятно получить комплимент от хозяев в виде чокопая, зефирок и чая.; Квартира расположена в доме на улице Ленина, недалеко от автостанции и жд вокзала. Бывало немного шумно из-за того, что рядом дорога, особенно если открыть окна. Это может быть проблемой, если у человека чуткий сон. Но нам практически не мешало. До Байкала минут 10-15 пешком. Нужно идти по жд переходу над путями. Хозяйка квартиры приготовила нам печеньки к приезду, спасибо большое! По заселению и выселению не было проблем, все прошло бескон; Комфортная и очень уютная квартира в центре Слюлянки. Поблизости много магазинов, есть кафе. В квартире свежий, хороший ремонт. Вся мебель и техника новые. Есть всё необходимое для комфортного проживания. Идеальная чистота везде. Также свежайшие полотенца и постельное. В ванной комнате имеется большой выбор туалетно-косметических принадлежностей. Очень гостеприимные хозяева, всегда на связи! Отличный вариант. Рекомендую!; ",
17,Гостевой Дом СЕМЕЙНЫЙ,https://ostrovok.ru/hotel/russia/baykal/mid9994942/gostevoj_kompleks_semejnyij/?guests=1&page=1&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"Октябрьская улица 59, Горячинск",Горячинск,"
3230 ",,Бесплатный интернет; Парковка; Подходит для детей; Фитнес; Спа-услуги; ,,,
18,Аврора,https://ostrovok.ru/hotel/russia/baykal/mid9692973/hotel_avrora_2/?guests=1&page=1&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"ул. Портовая, д.11а, Северобайкальск",Северобайкальск,"
2198 ",,; ; ; ,,,
19,"База отдыха Экоотель ""Сосны""",https://ostrovok.ru/hotel/russia/baykal/mid10041076/baza_otdykha_ekootel_sosny/?guests=1&page=1&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"Горячинск, ул.Придорожная, 18, Горячинск",Горячинск,"
4362 ",,Бесплатный интернет; Трансфер; Парковка; Бар или ресторан; ,,,
20,Отель Экоотель Сосны,https://ostrovok.ru/hotel/russia/baykal/mid10020172/ekootel_sosny_hotel/?guests=1&page=2&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"Республика Бурятия, с. Горячинск, ул.Придорожная, 18., Горячинск",Горячинск,"
4225 ",,Бесплатный интернет; Парковка; Подходит для детей; Спа-услуги; ,,,
21,Гостиница Куршавель,https://ostrovok.ru/hotel/russia/baykal/mid6456691/hotel_kurshavel_/?guests=1&page=2&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"Южный Микрорайон, 1 квартал 6, Байкальск, Байкальск",Байкальск,"
2400 ",,; ; ; ; ; ,,; ,; 
22,Гостевой дом Эльдорадо,https://ostrovok.ru/hotel/russia/baykal/mid10006713/eldorado_guest_house/?guests=1&page=2&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"улица Ольхонская, д.30, Сахюрта",Сахюрта,"
6000 ",,Трансфер; Подходит для детей; Бассейн; Спа-услуги; Разрешено с домашними животными; ,10.0,"Отличное место для семейного отдыха) очень радушные и приветливые сотрудники) вид из окон только на Байкал) мангал бесплатно, решётки, розжиг бесплатно) и плитку дали и посуду всю, что надо было) всё чисто, аккуратно) матрасы не убитые, комфортные) очень советую) Все очень чисто, всё отглажено) Очень чисто) Персонал просто лучший); Отличное место прямо напротив берега, вид на залив. Все новенькое и со вкусом сделано, обязательно вернёмся. Спасибо за отдых) Вкусные позы Все чистенько) Приветливый персонал; ",
23,База отдыха Свет Ланы,https://ostrovok.ru/hotel/russia/baykal/mid6677965/guest_house_svet_lany/?guests=1&page=2&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"улица Советская, д.35, Ольхон",Ольхон,"
2988 ",48.0,Бесплатный интернет; Трансфер; Парковка; Подходит для детей; Конференц-зал; ,6.0,,
24,Байкал Хан Листвянка,https://ostrovok.ru/hotel/russia/baykal/mid6851154/baikal_khan/?guests=1&page=2&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"ул. Гудина 22 А, Листвянка",Листвянка,"
4949 ",,Бесплатный интернет; Парковка; Подходит для детей; Пляж рядом; ,9.0,,
25,Мельница,https://ostrovok.ru/hotel/russia/baykal/mid6537687/otel_melnitsa_2/?guests=1&page=2&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"мкр. Красный Ключ, д. 9, Байкальск",Байкальск,"
5900 ",,; ; ; ; ; ,,; ; ; ,
26,Кемпинг отель Ольхон,https://ostrovok.ru/hotel/russia/baykal/mid9252749/bolshoe_puteshestvie_hotel/?guests=1&page=2&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"Байкальская улица, д.64/1, Ольхон",Ольхон,"
4792 ",,Трансфер; Подходит для детей; Бар или ресторан; Конференц-зал; Спа-услуги; ,,"Очень приветливый администратор Катя Хорошие стеклопакеты - звуков с улицы не слышно совсем :); Удачно, близко от остановки Все хорошо Все хорошо Все хорошо; Номер был чистый, все здорово Очень вежливая девушка-администратор, приятно было очень. Рядом кафе, можно покушать.; Ресторан при отеле. Оперативные завираки. Попросили обогреватель у персонала - предоставили.; ","За ту цену, которую заплатили, отдых был так себе: полотенце со следами чьей-то помады (заменили без вопросов), сломаным унитаз решили не чинить. Слышимость в номерах - все, что происходит к коридоре, очень хорошо слышно.; Все хорошо; Холодновато было в номере ночью, батареи греют, но мало. Под двумя одеялами в первую ночь было норм, а вот во вторую чуть чуть холодновато было. Было бы здорово если бы в номере был чайник.; Постельное белье и полотенца ни разу не заменили. Холодное здание, не рассчитано на холодные зимы. Вода из водонагревателя, очень неудобно.; "
27,Апартаменты Baikal Hill Recidense,https://ostrovok.ru/hotel/russia/baykal/mid8851917/baikal_hill_recidense_apartaments/?guests=1&page=2&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"улица Горная, д.21, Листвянка",Листвянка,"
8465 ",,Бесплатный интернет; Трансфер; Парковка; Подходит для детей; Спа-услуги; ,,,
28,База отдыха Оазис,https://ostrovok.ru/hotel/russia/baykal/mid8426230/inn_oasis_2/?guests=1&page=2&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"улица Мира, д.4А, Ольхон",Ольхон,"
4482 ",,Трансфер; Парковка; Подходит для детей; Бассейн; Кухня; ,,,
29,Отель Созвездие Байкала,https://ostrovok.ru/hotel/russia/baykal/mid8484948/sozvezdie_bajkala_hotel/?guests=1&page=2&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"Улица Партизанская, д.14, Листвянка",Листвянка,"
4490 ",,Бесплатный интернет; Трансфер; Парковка; Подходит для детей; Бар или ресторан; ,4.0,"хороший номер, прекрасный вид.; хороший номер, прекрасный вид.; ","Будьте внимательны! Отель находится на горе! если вы с рюкзаком или чемоданом, лучше берите такси. идти в шутку придётся долго и упорно. Завтрака нет. Уборки нет. Ночью может сильно трещать электричество. несмотря на всё это, цена приличная даже не в сезон. Второй раз не остановилась бы.; Будьте внимательны! Отель находится на горе! если вы с рюкзаком или чемоданом, лучше берите такси. идти в шутку придётся долго и упорно. Завтрака нет. Уборки нет. Ночью может сильно трещать электричество. несмотря на всё это, цена приличная даже не в сезон. Второй раз не остановилась бы.; "
30,Мини-отель Спутник,https://ostrovok.ru/hotel/russia/baykal/mid10003412/minihotel_sputnik_2/?guests=1&page=2&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"Морских Пехотинцев, 1 а, Северобайкальск",Северобайкальск,"
1800 ",,Бесплатный интернет; Трансфер; Парковка; Подходит для детей; Разрешено с домашними животными; ,10.0,Цена-качество идеальное соотношение!; Цена-качество идеальное соотношение!; ,
31,Парк-отель Белый Соболь,https://ostrovok.ru/hotel/russia/baykal/mid8571122/beliy_sobol_parkhotel/?guests=1&page=2&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"мкрн. Красный Ключ, д.93, Байкальск",Байкальск,"
5338 ",,Бесплатный интернет; Трансфер; Парковка; Подходит для детей; Бассейн; ,,"Красивое , чистое место около горы, ухоженная территория; Отличный персонал на ресепшене, спасибо!; Пребывание в отеле оставило приятное впечатление. Гостеприимная и доброжелательная атмосфера. Чистота и уют в номерах, очень красивая территория, отличная баня, рядом мангал. Все очень понравилось!; Мне очень понравилось, тихо, спокойно, чисто!!! Очень чуткий и отзывчивый коллектив. Уютные номера, со всеми удобствами, есть все и чай и чайник))) Прекрасный завтрак в ресторане ""Клюква"".Все хорошо и просто здорово, советую всем, это лучшее что есть в Байкальске!!!; Просто нереальное достоинство отеля- 100 м от крылечка до подъемников,роскошный вид с горы на Байкал.Простота и душевность персонала-для неизбалованных ,самобытная кухня с местными ""изюминками"" (уха из омуля и Жареха ароматная на чугунной сковородке); Доброжелательный персонал рядом с горой общее впечатление положительное; ",
32,Апартаменты Baikal Hill Residence 21,https://ostrovok.ru/hotel/russia/baykal/mid9992856/baikal_hill_residence_apartment_21/?guests=1&page=2&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"улица Горная, д. 21 (кв. 21), Листвянка",Листвянка,"
8200 ",,Бесплатный интернет; Парковка; Подходит для детей; Для гостей с ограниченными возможностями; Кухня; ,9.0,"Чисто и уютно Встретили отлично, заселили, на протяжении всего отдыха были на связи с управляющим и его помощницей, очень вежливые и отщывчие люди); Очень классные апартаменты! Комфортные, есть все что нудно, даже посудомоечная машинка!! Хорошее расположение, в шаговой доступности магазин, и вкусные кафе! Очень классный хозяин, все подробно рассказал, как добраться, где заказывать такси, в какой магазин лучше идти. Есть плита, микроволновка и духовка, можно приготовить или разогреть все что душе угодно. Очень большая кровать с хорошим матрасом, диван тоже умный и большой, семье из четверы; Очень удобное место, до всего рукой подать, но при этом находится в тихом месте. Рядом есть магазин и разные кафешки Великолепные апартаменты! Превзошли все ожидания, все очень продумано. Потрясающий вид на Байкал из окна, очень большая и удобная кровать, достаточно просторная студия. Есть стиральная машина, сушилка, утюг, да и в принципе все, что может понадобиться при проживании :) Здорово, что есть кухня и при желании можно самим готовит; ",
33,Гостевой дом Воскресение,https://ostrovok.ru/hotel/russia/baykal/mid10012422/gostevoj_dom_voskresenie/?guests=1&page=2&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"улица Пушкина, 16, Ольхон",Ольхон,"
6175 ",,Бесплатный интернет; Трансфер; Парковка; Подходит для детей; Бар или ресторан; ,,,
34,Крестовая падь,https://ostrovok.ru/hotel/russia/baykal/mid7784565/krestovaya_pad_hotel/?guests=1&page=2&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"664520, Россия, Иркутская область, п.Листвянка, ул. Горная, 14-А, Листвянка",Листвянка,"
6043 ",,; ; ; ; ; ,8.0,; ,; 
35,Отель Подлеморье,https://ostrovok.ru/hotel/russia/baykal/mid7679750/podlemorie_hotel/?guests=1&page=2&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"улица Горького, д.31Б, Листвянка",Листвянка,"
5500 ",,Бесплатный интернет; Трансфер; Парковка; Бар или ресторан; ,,"Мне очень понравилось расположение отеля. Примерно в 1 км от центра, где толчея и громкая музыка, пляж забит отдыхающими и лодками. А у нас тишина, красивая обширная территория, до всех точек можно дойти пешком. Пляжик узкий, но чистый и свободный через дорогу. Рядом расположена позная в виде юрты, где недорогая и вкусная местная кухня (буузы, суп бухлер). На территории отеля есть кафе с бесплатными завтраками для постояльцев, есть ресторан Свал; Небольшой отель с четырьмя комфортабельными номерами. Номера чистые и уютные. Персонал говорит по-английски, всегда дружелюбен и приветлив. Рядом с отелем есть несколько магазинов и ресторанов.; Инфраструктура более чем достойная. Расположение сравнительно хорошее, хотя и далеко от туристических объектов. Исполнительный персонал.; Очень живописное местечко. Вкусная еда в кафе. Доброжелательный персонал.; Расположен в очень красивой местности, близко к центру. В ресторане готовят просто восхитительно. Просторные номера. Отличный вариант для семейного отдыха.; Отель удобно расположен. Недалеко все достопримечательности Листвянки. Так же рядом магазины и кафе. Очень доброжелательный персонал.; ",
36,Мини-отель Olkhon Inn,https://ostrovok.ru/hotel/russia/baykal/mid10005431/olkhon_inn/?guests=1&page=2&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"Ул Первомайская 1, Ольхон",Ольхон,"
4930 ",48.0,Бесплатный интернет; Трансфер; Парковка; Спа-услуги; ,,,
37,Гостевой Дом Baikal House,https://ostrovok.ru/hotel/russia/baykal/mid10004941/baikal_house/?guests=1&page=2&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"Байкальская улица 41, Ольхон",Ольхон,"
4482 ",,Трансфер; Парковка; Бар или ресторан; ,,В центре поселка Вкусная и большие порции Фен и чайник в номере; ,Туалет и ванная могли бы быть чуть больше; 
38,"Отель ГК ""Байкальский Рай""",https://ostrovok.ru/hotel/russia/baykal/mid6621378/guest_house_baikalskiy_rai/?guests=1&page=2&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"Горная улица, 28, Култук",Култук,"
3500 ",,Бесплатный интернет; Трансфер; Парковка; Подходит для детей; Бассейн; ,7.0,,
39,Гостевой дом Имидж Байкал,https://ostrovok.ru/hotel/russia/baykal/mid7298588/imidzh_baykal/?guests=1&page=2&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"улица Некрасова, д.5, Горячинск",Горячинск,"
3464 ",,Трансфер; Парковка; Подходит для детей; Бассейн; Спа-услуги; ,,,
40,Гостевой дом ON OLkhON,https://ostrovok.ru/hotel/russia/baykal/mid10004912/on_olkhon/?guests=1&page=3&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"Пос. Хужир, днт Ханхой 3., Ольхон",Ольхон,"
4000 ",,Бесплатный интернет; ,,,
41,Ночлег и завтрак (B&B) Шамбала,https://ostrovok.ru/hotel/russia/baykal/mid10012287/nochleg_i_zavtrak_bb_shambala/?guests=1&page=3&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"улица Ворошилова 25, Ольхон",Ольхон,"
6446 ",,Бесплатный интернет; Парковка; ,,,
42,Гостевой дом Отдых на Байкале,https://ostrovok.ru/hotel/russia/baykal/mid10014826/gostevoj_dom_otdyih_na_bajkale/?guests=1&page=3&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"улица Горького, 3, Ольхон",Ольхон,"
3000 ",48.0,Бесплатный интернет; Трансфер; Парковка; Подходит для детей; Разрешено с домашними животными; ,,,
43,База отдыха Солнечная,https://ostrovok.ru/hotel/russia/baykal/mid7864465/solnechnaya_3/?guests=1&page=3&price=one&q=6307686&sid=19ee1388-d9ac-427f-a659-169c4a056d84,"Солнечная улица, 14, Ольхон",Ольхон,"
2789 ",,Трансфер; Парковка; Подходит для детей; Разрешено с домашними животными; ,8.0,,
